,seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
85,86,S100G533,E05438,84240.0,3010001028689.0,芙蓉総合リース株式会社,,10.0,042000,135.0,,,2019-06-25 09:10,確認書,,,,,,,0,0,0,0,1,0,0
86,87,S100FS7M,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12091,30.0,04A000,30.0,,,2019-06-25 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
87,88,S100FWSR,E12441,,3010001062358.0,岡三アセットマネジメント株式会社,G08795,30.0,995000,180.0,,,2019-06-25 09:10,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
88,89,S100FNWD,E12473,,4010001031576.0,ＵＢＳアセット・マネジメント株式会社,G13141,30.0,07A000,120.0,2018-10-10,2019-03-25,2019-06-25 09:10,有価証券報告書（内国投資信託受益証券）－第1期(平成30年10月10日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
89,90,S100F9YN,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G11898,30.0,04A000,30.0,,,2019-06-25 09:10,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
90,91,S100FWWU,E10439,,4010001027269.0,ピクテ投信投資顧問株式会社,G12572,30.0,10A000,160.0,2018-09-26,2019-09-25,2019-06-25 09:10,半期報告書（内国投資信託受益証券）－第3期(平成30年9月26日－令和1年9月25日),,,,,,,0,0,0,1,1,0,0
91,92,S100FS86,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12092,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:11,有価証券報告書（内国投資信託受益証券）－第17期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
92,93,S100G68W,E00928,45120.0,1010001035010.0,わかもと製薬株式会社,,10.0,053000,180.0,,,2019-06-25 09:11,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
93,94,S100G67Z,E03772,86240.0,7010001036845.0,いちよし証券株式会社,,15.0,010000,235.0,,,2019-06-25 09:11,内部統制報告書－第77期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
94,95,S100FZ65,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G11582,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:11,有価証券報告書（内国投資信託受益証券）－第6期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
95,96,S100G5NN,E02613,,7010001050391.0,千代田工販株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:11,有価証券報告書－第94期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
96,97,S100G14Q,E12473,,4010001031576.0,ＵＢＳアセット・マネジメント株式会社,G13141,30.0,04A001,40.0,,,2019-06-25 09:11,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100E3ML,,0,0,0,1,1,1,0
97,98,S100G4OO,E27669,,,ザ・ホンコン・アンド・シャンハイ・バンキング・コーポレイション・リミテッド,,10.0,142001,90.0,,,2019-06-25 09:11,訂正発行登録書,,,,,S100FVFX,,0,0,0,0,1,1,0
98,99,S100FWST,E12441,,3010001062358.0,岡三アセットマネジメント株式会社,G09253,30.0,995000,180.0,,,2019-06-25 09:11,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
99,100,S100FS7Y,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12092,30.0,04A000,30.0,,,2019-06-25 09:11,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
100,101,S100G67I,E05462,87930.0,8010401021784.0,ＮＥＣキャピタルソリューション株式会社,,15.0,010000,235.0,,,2019-06-25 09:11,内部統制報告書－第49期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
101,102,S100FLS0,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G11834,30.0,04A000,30.0,,,2019-06-25 09:12,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
102,103,S100G5BY,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G08440,30.0,995000,180.0,,,2019-06-25 09:12,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
103,104,S100G1CA,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12669,30.0,04A000,30.0,,,2019-06-25 09:12,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
104,105,S100FS7G,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12658,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:13,有価証券報告書（内国投資信託受益証券）－第3期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
105,106,S100G5RR,E01014,43660.0,4120001035442.0,ダイトーケミックス株式会社,,10.0,053000,180.0,,,2019-06-25 09:13,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
106,107,S100G6QR,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
107,108,S100FZ66,E26704,,6010001141324.0,カレラアセットマネジメント株式会社,G11582,30.0,04A000,30.0,,,2019-06-25 09:13,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
108,109,S100FM8X,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03040,30.0,07A000,120.0,2018-03-27,2019-03-25,2019-06-25 09:13,有価証券報告書（内国投資信託受益証券）－第18期(平成30年3月27日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
109,110,S100FS7B,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12658,30.0,04A000,30.0,,,2019-06-25 09:13,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
110,111,S100FM8U,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03040,30.0,04A000,30.0,,,2019-06-25 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
111,112,S100FS8D,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12056,30.0,10A000,160.0,2018-09-26,2019-09-25,2019-06-25 09:14,半期報告書（内国投資信託受益証券）－第6期(平成30年9月26日－令和1年9月25日),,,,,,,0,0,0,1,1,0,0
112,113,S100G5ZG,E02946,27370.0,4010001071688.0,株式会社トーメンデバイス,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:14,有価証券報告書－第28期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
113,114,S100FXNB,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12056,30.0,04A000,30.0,,,2019-06-25 09:14,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
114,115,S100FZS1,E04372,,2120001112350.0,阪神高速道路株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:15,有価証券報告書－第14期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
115,116,S100FM92,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03041,30.0,07A000,120.0,2018-03-27,2019-03-25,2019-06-25 09:15,有価証券報告書（内国投資信託受益証券）－第18期(平成30年3月27日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
116,117,S100G61S,E02946,27370.0,4010001071688.0,株式会社トーメンデバイス,,10.0,042000,135.0,,,2019-06-25 09:15,確認書,,,,,,,0,0,0,0,1,0,0
117,118,S100FS8H,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12066,30.0,07A000,120.0,2018-03-27,2019-03-25,2019-06-25 09:15,有価証券報告書（内国投資信託受益証券）－第4期(平成30年3月27日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
118,119,S100G62F,E02946,27370.0,4010001071688.0,株式会社トーメンデバイス,,15.0,010000,235.0,,,2019-06-25 09:16,内部統制報告書－第28期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
119,120,S100FM90,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03041,30.0,04A000,30.0,,,2019-06-25 09:16,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
120,121,S100FTPD,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G12072,30.0,10A000,160.0,2018-09-26,2019-09-25,2019-06-25 09:16,半期報告書（内国投資信託受益証券）－第4期(平成30年9月26日－令和1年9月25日),,,,,,,0,0,0,1,1,0,0
121,122,S100G6QV,E13000,,4010001069955.0,フランクリン・テンプルトン・インベストメンツ株式会社,G03282,30.0,995000,180.0,,,2019-06-25 09:16,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
122,123,S100G3SV,E34597,,8010003025093.0,合同会社サクセスインベストメント,,60.0,010000,350.0,,,2019-06-25 09:16,大量保有報告書,E04086,,,,,,0,0,0,1,1,0,0
123,124,S100G62U,E02683,80230.0,2011101011783.0,大興電子通信株式会社,,10.0,053000,180.0,,,2019-06-25 09:16,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
124,125,S100G6PC,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
125,126,S100FM97,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03042,30.0,07A000,120.0,2018-03-27,2019-03-25,2019-06-25 09:17,有価証券報告書（内国投資信託受益証券）－第18期(平成30年3月27日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
126,127,S100FRJD,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G11943,30.0,10A000,160.0,2018-09-26,2019-09-24,2019-06-25 09:17,半期報告書（内国投資信託受益証券）－第21期(平成30年9月26日－令和1年9月24日),,,,,,,0,0,0,1,1,0,0
127,128,S100FM95,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03042,30.0,04A000,30.0,,,2019-06-25 09:17,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
128,129,S100FRJ8,E10677,,9010001021473.0,アセットマネジメントＯｎｅ株式会社,G11943,30.0,04A000,30.0,,,2019-06-25 09:17,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
129,130,S100G1FU,E31744,,5010001076579.0,株式会社ＧＣＩアセット・マネジメント,G11267,30.0,04A000,30.0,,,2019-06-25 09:18,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
130,131,S100G1QI,E10439,,4010001027269.0,ピクテ投信投資顧問株式会社,G03425,30.0,995000,180.0,,,2019-06-25 09:18,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
131,132,S100FM9D,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03043,30.0,07A000,120.0,2018-03-27,2019-03-25,2019-06-25 09:18,有価証券報告書（内国投資信託受益証券）－第18期(平成30年3月27日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
132,133,S100G2S4,E02894,76000.0,8011101016199.0,株式会社　日本エム・ディ・エム,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:18,有価証券報告書－第47期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
133,134,S100G1QK,E10439,,4010001027269.0,ピクテ投信投資顧問株式会社,G05191,30.0,995000,180.0,,,2019-06-25 09:19,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
134,135,S100FM9C,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03043,30.0,04A000,30.0,,,2019-06-25 09:19,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
135,136,S100G1QM,E10439,,4010001027269.0,ピクテ投信投資顧問株式会社,G06955,30.0,995000,180.0,,,2019-06-25 09:19,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
136,137,S100FM9G,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03044,30.0,07A000,120.0,2018-03-27,2019-03-25,2019-06-25 09:20,有価証券報告書（内国投資信託受益証券）－第18期(平成30年3月27日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
137,138,S100G2SJ,E02894,76000.0,8011101016199.0,株式会社　日本エム・ディ・エム,,10.0,042000,135.0,,,2019-06-25 09:20,確認書,,,,,,,0,0,0,0,1,0,0
138,139,S100G463,E03833,,3011001027739.0,あいおいニッセイ同和損害保険株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:20,有価証券報告書－第909期(平成30年4月1日－平成31年3月31日),,,,,,,0,2,0,1,1,1,0
139,140,S100FM9F,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G03044,30.0,04A000,30.0,,,2019-06-25 09:21,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
140,141,S100G6PE,E00959,,4230001000864.0,株式会社　廣貫堂,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:21,有価証券報告書－第105期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
141,142,S100G47T,E03833,,3011001027739.0,あいおいニッセイ同和損害保険株式会社,,10.0,042000,135.0,,,2019-06-25 09:21,確認書,,,,,,,0,0,0,0,1,0,0
142,143,S100FM9H,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G07763,30.0,10A000,160.0,2018-09-26,2019-09-24,2019-06-25 09:21,半期報告書（内国投資信託受益証券）－第10期(平成30年9月26日－令和1年9月24日),,,,,,,0,0,0,1,1,0,0
143,144,S100G2SL,E02894,76000.0,8011101016199.0,株式会社　日本エム・ディ・エム,,15.0,010000,235.0,,,2019-06-25 09:22,内部統制報告書－第47期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
144,145,S100G00L,E12430,,8010401072159.0,日興アセットマネジメント株式会社,G07763,30.0,04A001,40.0,,,2019-06-25 09:22,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100EBPN,,0,0,0,1,1,1,0
145,146,S100G63R,E21832,31430.0,5010401083638.0,オーウイル株式会社,,10.0,053000,180.0,,,2019-06-25 09:23,臨時報告書,,,,第19条第2項第3号,,,0,0,0,1,1,0,0
146,147,S100G1CO,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G01449,30.0,10A000,160.0,2018-09-26,2019-09-25,2019-06-25 09:23,半期報告書（内国投資信託受益証券）－第19期(平成30年9月26日－令和1年9月25日),,,,,,,0,0,0,1,1,0,0
147,148,S100G617,E02745,99020.0,8120001077522.0,株式会社日伝,,10.0,053000,180.0,,,2019-06-25 09:24,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
148,149,S100G1CQ,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G01449,30.0,04A000,30.0,,,2019-06-25 09:24,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
149,150,S100G3SW,E01369,59550.0,2130001013473.0,株式会社ヤマシナ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:24,有価証券報告書－第144期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
150,151,S100G0T6,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G12960,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:26,有価証券報告書（内国投資信託受益証券）－第2期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
151,152,S100G3ZB,E01369,59550.0,2130001013473.0,株式会社ヤマシナ,,10.0,042000,135.0,,,2019-06-25 09:26,確認書,,,,,,,0,0,0,0,1,0,0
152,153,S100G0VU,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G12960,30.0,04A000,30.0,,,2019-06-25 09:26,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
153,154,S100G3ZG,E01369,59550.0,2130001013473.0,株式会社ヤマシナ,,15.0,010000,235.0,,,2019-06-25 09:26,内部統制報告書－第144期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
154,155,S100G4YV,E04684,,8050001008220.0,株式会社笠間ゴルフクラブ,,10.0,050000,160.0,2018-10-01,2019-09-30,2019-06-25 09:27,半期報告書－第47期(平成30年10月1日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
155,156,S100G5ID,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
156,157,S100FY4X,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G10410,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:28,有価証券報告書（内国投資信託受益証券）－第10期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
157,158,S100FY4Z,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G10410,30.0,04A000,30.0,,,2019-06-25 09:28,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
158,159,S100FY59,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G10411,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:29,有価証券報告書（内国投資信託受益証券）－第10期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
159,160,S100FY5A,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G10411,30.0,04A000,30.0,,,2019-06-25 09:29,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
160,161,S100G56F,E33822,65700.0,1100001000797.0,株式会社共和コーポレーション,,10.0,053000,180.0,,,2019-06-25 09:30,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
161,162,S100FXNO,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G12477,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:30,有価証券報告書（内国投資信託受益証券）－第4期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
162,163,S100G6QQ,E04149,90220.0,3180001031569.0,東海旅客鉄道株式会社,,10.0,053000,180.0,,,2019-06-25 09:30,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
163,164,S100G68M,E00884,44710.0,3130001009314.0,三洋化成工業株式会社,,10.0,053000,180.0,,,2019-06-25 09:30,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
164,165,S100FXNN,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G12477,30.0,04A000,30.0,,,2019-06-25 09:31,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
165,166,S100G1JU,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G03733,30.0,995000,180.0,,,2019-06-25 09:32,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
166,167,S100G6QG,E02235,72300.0,2100001010135.0,日信工業株式会社,,10.0,053000,180.0,,,2019-06-25 09:32,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
167,168,S100G1JV,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G07612,30.0,995000,180.0,,,2019-06-25 09:32,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
168,169,S100G69V,E05462,87930.0,8010401021784.0,ＮＥＣキャピタルソリューション株式会社,,10.0,053000,180.0,,,2019-06-25 09:33,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
169,170,S100G67P,E02503,80930.0,2010001014327.0,極東貿易株式会社,,10.0,053000,180.0,,,2019-06-25 09:33,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
170,171,S100G1JW,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G11132,30.0,995000,180.0,,,2019-06-25 09:33,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
171,172,S100G1JY,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G11613,30.0,995000,180.0,,,2019-06-25 09:34,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
172,173,S100G1K1,E12453,,9010001025953.0,ニッセイアセットマネジメント株式会社,G12362,30.0,995000,180.0,,,2019-06-25 09:35,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
173,174,S100G1XZ,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
174,175,S100G6SJ,E33638,65650.0,1180301027293.0,ＡＢホテル株式会社,,10.0,053000,180.0,,,2019-06-25 09:35,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
175,176,S100G6RB,E00897,46170.0,1240001028478.0,中国塗料株式会社,,10.0,053000,180.0,,,2019-06-25 09:35,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
176,177,S100G60D,E21320,66320.0,8020001059159.0,株式会社ＪＶＣケンウッド,,10.0,053000,180.0,,,2019-06-25 09:36,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
177,178,S100G4YC,E05319,23440.0,4021001037562.0,平安レイサービス株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:38,有価証券報告書－第50期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
178,179,S100G4Y4,E05319,23440.0,4021001037562.0,平安レイサービス株式会社,,10.0,042000,135.0,,,2019-06-25 09:39,確認書,,,,,,,0,0,0,0,1,0,0
179,180,S100G4YD,E05319,23440.0,4021001037562.0,平安レイサービス株式会社,,15.0,010000,235.0,,,2019-06-25 09:39,内部統制報告書－第50期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
180,181,S100G5IM,E01234,54820.0,9180001094156.0,愛知製鋼株式会社,,10.0,053000,180.0,,,2019-06-25 09:40,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
181,182,S100G463,E03833,,3011001027739.0,あいおいニッセイ同和損害保険株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:20,有価証券報告書－第9期(平成30年4月1日－平成31年3月31日),,,,,,2019-06-25 09:40,0,1,0,1,1,1,0
182,183,S100G696,E01369,59550.0,2130001013473.0,株式会社ヤマシナ,,10.0,053000,180.0,,,2019-06-25 09:42,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
183,184,S100G6CV,E31065,95170.0,2010001066839.0,イーレックス株式会社,,10.0,042000,135.0,,,2019-06-25 09:42,確認書,,,,,,,0,0,0,0,1,0,0
184,185,S100G6RX,E01089,51040.0,2021001006445.0,日東化工株式会社,,10.0,053000,180.0,,,2019-06-25 09:43,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
185,186,S100G3K2,E27917,,3010001124760.0,ファイブスター投信投資顧問株式会社,G12829,30.0,07A000,120.0,2018-09-26,2019-03-25,2019-06-25 09:43,有価証券報告書（内国投資信託受益証券）－第36期(平成30年9月26日－平成31年3月25日),,,,,,,0,0,0,1,1,1,0
186,187,S100G5TR,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
187,188,S100G3JY,E27917,,3010001124760.0,ファイブスター投信投資顧問株式会社,G12829,30.0,04A000,30.0,,,2019-06-25 09:46,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
188,189,S100G6RO,E01577,63790.0,3020001017402.0,新興プランテック株式会社,,10.0,053000,180.0,,,2019-06-25 09:48,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
189,190,S100G3U2,E03275,75220.0,4010801012908.0,ワタミ株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:48,有価証券報告書－第33期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
190,191,S100G3I4,E04146,,6120001062550.0,関西高速鉄道株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:49,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
191,192,S100G6U1,E25169,62490.0,7010001139202.0,株式会社ゲームカード・ジョイコホールディングス,,10.0,053000,180.0,,,2019-06-25 09:49,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
192,193,S100G3UM,E03275,75220.0,4010801012908.0,ワタミ株式会社,,10.0,042000,135.0,,,2019-06-25 09:50,確認書,,,,,,,0,0,0,0,1,0,0
193,194,S100G6TW,E01622,64060.0,3160001009212.0,フジテック株式会社,,10.0,053000,180.0,,,2019-06-25 09:50,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
194,195,S100G6U4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
195,196,S100G6SY,E02335,77220.0,3013401001100.0,国際計測器株式会社,,10.0,053000,180.0,,,2019-06-25 09:51,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
196,197,S100G3UH,E03275,75220.0,4010801012908.0,ワタミ株式会社,,15.0,010000,235.0,,,2019-06-25 09:51,内部統制報告書－第33期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
197,198,S100G6T8,E02166,72670.0,6010401027577.0,本田技研工業株式会社,,10.0,053000,180.0,,,2019-06-25 09:52,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
198,199,S100G6H0,E03137,82270.0,6030001004272.0,株式会社しまむら,,10.0,043000,140.0,2019-02-21,2019-05-20,2019-06-25 09:52,四半期報告書－第67期第1四半期(平成31年2月21日－令和1年5月20日),,,,,,,0,0,0,1,1,0,0
199,200,S100FWXY,E02597,,2010801007777.0,東京青果株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:53,有価証券報告書－第77期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
200,201,S100G6H7,E03137,82270.0,6030001004272.0,株式会社しまむら,,10.0,042000,135.0,,,2019-06-25 09:53,確認書,,,,,,,0,0,0,0,1,0,0
201,202,S100G6U9,E04371,,4180001056169.0,中日本高速道路株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:54,有価証券報告書－第14期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
202,203,S100G65H,E04843,,6010001034362.0,東京博善株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:54,有価証券報告書－第153期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
203,204,S100G6TO,E00371,22090.0,5190001000125.0,井村屋グループ株式会社,,10.0,053000,180.0,,,2019-06-25 09:56,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
204,205,S100G6UV,E04679,,2340001011695.0,株式会社　出水ゴルフクラブ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:58,有価証券報告書－第56期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
205,206,S100G45S,E01594,64480.0,8180001010997.0,ブラザー工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-25 09:58,有価証券報告書－第127期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
206,207,S100G468,E01594,64480.0,8180001010997.0,ブラザー工業株式会社,,10.0,042000,135.0,,,2019-06-25 09:59,確認書,,,,,,,0,0,0,0,1,0,0
